Address,SoldPrice,Bedrooms,Bathrooms,AreaSqFt,PropertyType,Neighborhood,PricePerSqFt
"45 Ora Way Unit 101A, San Francisco, CA, 94131",400000,1.0,1.0,684.0,CONDOS,San Francisco,584.7953216374269
"501 Beale St Unit 11A, San Francisco, CA, 94105",1505000,2.0,2.0,1160.0,CONDOS,San Francisco,1297.4137931034484
"1019 Woolsey St, San Francisco, CA, 94134",1108000,2.0,1.0,1037.0,SINGLE_FAMILY,San Francisco,1068.466730954677
"267 Silver Ave, San Francisco, CA, 94112",1025000,2.0,1.0,1350.0,SINGLE_FAMILY,San Francisco,759.2592592592592
"39 Romain St, San Francisco, CA, 94114",1825000,2.0,1.0,1070.0,SINGLE_FAMILY,San Francisco,1705.607476635514
"9 Clairview Ct, San Francisco, CA, 94131",1230000,2.0,1.0,1054.0,SINGLE_FAMILY,San Francisco,1166.9829222011385
"1290 Holloway Ave, San Francisco, CA, 94132",1300000,0.0,1.0,1400.0,SINGLE_FAMILY,San Francisco,928.5714285714286
"369 18th Ave Unit 306, San Francisco, CA, 94121",910000,1.0,1.0,814.0,CONDO,San Francisco,1117.9361179361179
"1322 DE Haro St, San Francisco, CA, 94107",1210000,3.0,3.0,1950.0,CONDOS,San Francisco,620.5128205128206
"251 Connecticut St, San Francisco, CA, 94107",1350000,3.0,1.0,1293.0,CONDOS,San Francisco,1044.0835266821346
"1683 37th Ave, San Francisco, CA, 94122",1800000,3.0,2.0,1760.0,SINGLE_FAMILY,San Francisco,1022.7272727272727
"1020 Green St, San Francisco, CA, 94133",9500000,4.0,5.0,6020.0,SINGLE_FAMILY,San Francisco,1578.0730897009967
"2040 Franklin St Apt 507, San Francisco, CA, 94109",910000,2.0,2.0,1110.0,CONDOS,San Francisco,819.8198198198198
"400 Holyoke St, San Francisco, CA, 94134",1000000,3.0,2.0,1230.0,SINGLE_FAMILY,San Francisco,813.0081300813008
"1606 34th Ave, San Francisco, CA, 94122",1810000,3.0,2.0,1540.0,SINGLE_FAMILY,San Francisco,1175.3246753246754
"340 Yerba Buena Ave, San Francisco, CA, 94127",1750000,3.0,2.0,1560.0,SINGLE_FAMILY,San Francisco,1121.7948717948718
"2154 18th Ave, San Francisco, CA, 94116",1200000,,1.0,1526.0,SINGLE_FAMILY,San Francisco,786.3695937090432
"3434 Sacramento St, San Francisco, CA, 94118",4000000,0.0,,8370.0,MULTI_FAMILY,San Francisco,477.89725209080046
"2440-2442 Balboa St, San Francisco, CA, 94121",1555000,4.0,,2780.0,MULTI_FAMILY,San Francisco,559.3525179856115
"2822 Clay St, San Francisco, CA, 94115",3560000,4.0,4.0,2700.0,OTHER,San Francisco,1318.5185185185185
"630 Alvarado St, San Francisco, CA, 94114",9259000,,27.0,21060.0,OTHER,San Francisco,439.6486229819563
"3931-3933 18th St, San Francisco, CA, 94114",1250000,,,2908.0,MULTI_FAMILY,San Francisco,429.8486932599725
"1000 N Point St Apt 807, San Francisco, CA, 94109",1200000,1.0,1.0,1129.0,COOP,San Francisco,1062.887511071745
"1100 Cortland Ave, San Francisco, CA, 94110",1550000,,2.0,1265.0,SINGLE_FAMILY,San Francisco,1225.296442687747
"1831 Steiner St, San Francisco, CA, 94115",1610000,2.0,2.0,1197.0,CONDOS,San Francisco,1345.029239766082
"535 Girard St, San Francisco, CA, 94134",1000000,3.0,2.0,1125.0,SINGLE_FAMILY,San Francisco,888.8888888888889
"601 Van Ness Ave Apt 1049, San Francisco, CA, 94102",460000,1.0,1.0,682.0,CONDOS,San Francisco,674.4868035190616
"188 Galewood Cir, San Francisco, CA, 94131",1468000,3.0,2.0,2300.0,SINGLE_FAMILY,San Francisco,638.2608695652174
"4243 Folsom St, San Francisco, CA, 94110",1100000,3.0,2.0,1539.0,SINGLE_FAMILY,San Francisco,714.7498375568551
"2889 24th St Apt 1, San Francisco, CA, 94110",700000,1.0,1.0,873.0,CONDOS,San Francisco,801.8327605956472
"116 Lyon St Unit 1, San Francisco, CA, 94117",630000,1.0,1.0,599.0,CONDOS,San Francisco,1051.7529215358932
"875 California St Unit 702, San Francisco, CA, 94108",2570000,2.0,3.0,1623.0,CONDOS,San Francisco,1583.4873690696243
"155 Harriet St Ste 7, San Francisco, CA, 94103",600000,2.0,2.0,981.0,CONDOS,San Francisco,611.6207951070336
"560 Valencia St, San Francisco, CA, 94110",9975000,,1.0,4984.0,OTHER,San Francisco,2001.4044943820224
"353 Monticello St, San Francisco, CA, 94132",752000,2.0,2.0,643.0,SINGLE_FAMILY,San Francisco,1169.5178849144634
"1216 47th Ave, San Francisco, CA, 94122",1170000,3.0,3.0,1315.0,CONDOS,San Francisco,889.7338403041825
"2427 Franklin St, San Francisco, CA, 94123",2200000,4.0,2.0,2158.0,CONDOS,San Francisco,1019.4624652455977
"706 Mission St, San Francisco, CA, 94103",4200000,3.0,3.0,3462.0,CONDO,San Francisco,1213.1715771230502
"45 Holly Park Cir, San Francisco, CA, 94110",1380150,3.0,1.0,1440.0,SINGLE_FAMILY,San Francisco,958.4375
"1747 Church St, San Francisco, CA, 94131",1300000,,1.0,2275.0,OTHER,San Francisco,571.4285714285714
"1862 42nd Ave, San Francisco, CA, 94122",1500000,3.0,2.0,1390.0,SINGLE_FAMILY,San Francisco,1079.136690647482
"1244 California St, San Francisco, CA, 94109",8758000,20.0,10.0,8397.0,OTHER,San Francisco,1042.9915445992617
"3338 17th St Apt 202, San Francisco, CA, 94110",390500,,,788.0,CONDO,San Francisco,495.55837563451774
"3622 Broderick St Apt 1, San Francisco, CA, 94123",2350000,3.0,2.0,1703.0,CONDOS,San Francisco,1379.9177921315327
"1237 19th St, San Francisco, CA, 94107",1407000,,1.0,1275.0,SINGLE_FAMILY,San Francisco,1103.5294117647059
"3250 Moraga St, San Francisco, CA, 94122",1225000,2.0,1.0,1075.0,SINGLE_FAMILY,San Francisco,1139.5348837209303
"325 China Basin St Unit 310, San Francisco, CA, 94158",1212000,2.0,2.0,1281.0,CONDOS,San Francisco,946.135831381733
"2007 44th Ave, San Francisco, CA, 94116",1450000,3.0,1.0,1214.0,SINGLE_FAMILY,San Francisco,1194.3986820428336
"2835 Anza St, San Francisco, CA, 94121",1750000,8.0,,3776.0,MULTI_FAMILY,San Francisco,463.45338983050846
"432 Liberty St, San Francisco, CA, 94114",2000000,,2.0,2200.0,SINGLE_FAMILY,San Francisco,909.0909090909091
"1545 Pine St Apt 1003, San Francisco, CA, 94109",738000,1.0,1.0,737.0,CONDOS,San Francisco,1001.3568521031208
"547 35th Ave, San Francisco, CA, 94121",2265000,4.0,4.0,2382.0,SINGLE_FAMILY,San Francisco,950.88161209068
"275 Hermann St, San Francisco, CA, 94117",1239000,2.0,1.0,1183.0,CONDOS,San Francisco,1047.3372781065088
"1450 Franklin St Apt 501, San Francisco, CA, 94109",1595000,2.0,2.0,1585.0,CONDOS,San Francisco,1006.3091482649842
"135 San Rafael Way, San Francisco, CA, 94127",1769000,2.0,1.0,1570.0,SINGLE_FAMILY,San Francisco,1126.751592356688
"51 Douglass St, San Francisco, CA, 94114",1375000,3.0,1.0,1225.0,CONDO,San Francisco,1122.4489795918366
"220 Point Lobos Ave, San Francisco, CA, 94121",1450000,3.0,1.0,1215.0,SINGLE_FAMILY,San Francisco,1193.4156378600824
"2479 31st Ave, San Francisco, CA, 94116",1470000,2.0,1.0,1405.0,SINGLE_FAMILY,San Francisco,1046.2633451957295
"1142-1146 Montgomery St, San Francisco, CA, 94133",2500000,6.0,,4395.0,MULTI_FAMILY,San Francisco,568.8282138794084
"1209 Oak St Apt 2, San Francisco, CA, 94117",960000,2.0,1.0,765.0,CONDOS,San Francisco,1254.9019607843138
"555 Fulton St Unit 503, San Francisco, CA, 94102",1255000,2.0,2.0,1050.0,CONDOS,San Francisco,1195.2380952380952
"115 Apollo St, San Francisco, CA, 94124",900000,4.0,2.0,1575.0,SINGLE_FAMILY,San Francisco,571.4285714285714
"538 16th Ave, San Francisco, CA, 94118",2820000,3.0,1.0,2340.0,SINGLE_FAMILY,San Francisco,1205.128205128205
"2246 19th St, San Francisco, CA, 94107",995000,3.0,1.0,1400.0,CONDOS,San Francisco,710.7142857142857
"454 Orizaba Ave, San Francisco, CA, 94132",1600000,4.0,3.0,1880.0,SINGLE_FAMILY,San Francisco,851.063829787234
"827 38th Ave, San Francisco, CA, 94121",1600000,2.0,2.0,1500.0,SINGLE_FAMILY,San Francisco,1066.6666666666667
"64 Seward St, San Francisco, CA, 94114",3000000,3.0,2.0,2640.0,SINGLE_FAMILY,San Francisco,1136.3636363636363
"2151 Laguna St Apt 3, San Francisco, CA, 94115",3675000,4.0,2.0,2624.0,CONDOS,San Francisco,1400.533536585366
"1545 Pine St Apt 802, San Francisco, CA, 94109",740000,1.0,1.0,742.0,CONDOS,San Francisco,997.3045822102426
"2383-2385 26th Ave, San Francisco, CA, 94116",950000,4.0,2.0,2048.0,MULTI_FAMILY,San Francisco,463.8671875
"1600 Anza St, San Francisco, CA, 94118",805814,1.0,1.0,775.0,SINGLE_FAMILY,San Francisco,1039.76
"934 Carolina St, San Francisco, CA, 94107",1650000,3.0,3.0,2092.0,MULTI_FAMILY,San Francisco,788.7189292543021
"570 Munich St, San Francisco, CA, 94112",1363000,3.0,2.0,1550.0,SINGLE_FAMILY,San Francisco,879.3548387096774
"53 Elsie St, San Francisco, CA, 94110",1710000,2.0,2.0,1385.0,SINGLE_FAMILY,San Francisco,1234.6570397111914
"75 Lurline St, San Francisco, CA, 94122",1600000,3.0,2.0,1397.0,SINGLE_FAMILY,San Francisco,1145.311381531854
"96 Caselli Ave, San Francisco, CA, 94114",1500000,3.0,1.0,1185.0,CONDOS,San Francisco,1265.8227848101267
"3092 Cesar Chavez St, San Francisco, CA, 94110",1189000,3.0,1.0,1700.0,SINGLE_FAMILY,San Francisco,699.4117647058823
"301 Mission St Apt 31D, San Francisco, CA, 94105",1450000,2.0,3.0,1952.0,CONDO,San Francisco,742.827868852459
"156 Liberty St, San Francisco, CA, 94110",2950000,6.0,5.0,4190.0,SINGLE_FAMILY,San Francisco,704.0572792362768
"5810 Mission St Apt 307, San Francisco, CA, 94112",595000,2.0,2.0,1022.0,CONDOS,San Francisco,582.1917808219179
"670 Page St, San Francisco, CA, 94117",1400000,2.0,2.0,1300.0,CONDOS,San Francisco,1076.923076923077
"761 Tehama St Apt 13, San Francisco, CA, 94103",685000,1.0,1.0,890.0,CONDOS,San Francisco,769.6629213483146
"2429 22nd Ave, San Francisco, CA, 94116",1750000,4.0,3.0,2235.0,SINGLE_FAMILY,San Francisco,782.9977628635347
"290 Munich St, San Francisco, CA, 94112",970000,3.0,2.0,1535.0,SINGLE_FAMILY,San Francisco,631.9218241042345
"1627 Revere Ave, San Francisco, CA, 94124",1085000,4.0,3.0,1840.0,SINGLE_FAMILY,San Francisco,589.6739130434783
"1247 Harrison St Apt 19, San Francisco, CA, 94103",740000,1.0,1.0,1106.0,CONDOS,San Francisco,669.0777576853526
"236 Shipley St Unit 203, San Francisco, CA, 94107",465000,1.0,1.0,544.0,CONDOS,San Francisco,854.7794117647059
"161 Stoneridge Ln, San Francisco, CA, 94134",595000,2.0,2.0,1068.0,CONDOS,San Francisco,557.1161048689139
"1109-1113 Montgomery St, San Francisco, CA, 94133",2000000,9.0,4.0,3645.0,MULTI_FAMILY,San Francisco,548.6968449931413
"153 Lobos St, San Francisco, CA, 94112",895000,2.0,1.0,926.0,SINGLE_FAMILY,San Francisco,966.5226781857451
"165 Crescent Ave, San Francisco, CA, 94110",2250000,4.0,3.0,2242.0,SINGLE_FAMILY,San Francisco,1003.5682426404995
"545 Leavenworth St Apt 7, San Francisco, CA, 94109",635000,1.0,2.0,935.0,CONDOS,San Francisco,679.144385026738
"1800 20th Ave, San Francisco, CA, 94122",1540000,,6.0,3856.0,OTHER,San Francisco,399.37759336099583
"310 Townsend St Apt 202, San Francisco, CA, 94107",725000,1.0,1.0,945.0,CONDOS,San Francisco,767.1957671957672
"301 Mission St Apt 16H, San Francisco, CA, 94105",640000,1.0,1.0,773.0,CONDOS,San Francisco,827.9430789133247
"494 Monterey Blvd, San Francisco, CA, 94127",1350000,2.0,1.0,1000.0,SINGLE_FAMILY,San Francisco,1350.0
"2929 Clement St, San Francisco, CA, 94121",1650000,6.0,4.0,3440.0,MULTI_FAMILY,San Francisco,479.6511627906977
"191 Thrift St, San Francisco, CA, 94112",1240000,4.0,2.0,1780.0,SINGLE_FAMILY,San Francisco,696.629213483146
"658-660 33rd Ave, San Francisco, CA, 94121",1300000,4.0,1.0,2550.0,MULTI_FAMILY,San Francisco,509.80392156862746
"35 Wilder St, San Francisco, CA, 94131",2700000,4.0,3.0,2702.0,SINGLE_FAMILY,San Francisco,999.2598075499629
"2527 41st Ave, San Francisco, CA, 94116",2600000,5.0,4.0,2878.0,SINGLE_FAMILY,San Francisco,903.4051424600417
"3034 Alemany Blvd, San Francisco, CA, 94112",750000,,,789.0,CONDO,San Francisco,950.5703422053232
"326 Los Palmos Dr, San Francisco, CA, 94127",1575000,3.0,2.0,1495.0,SINGLE_FAMILY,San Francisco,1053.5117056856188
"301 Bryant St Apt D23, San Francisco, CA, 94107",375000,1.0,1.0,974.0,CONDOS,San Francisco,385.01026694045174
"1739 25th Ave, San Francisco, CA, 94122",1210000,,2.0,1720.0,SINGLE_FAMILY,San Francisco,703.4883720930233
"85 Kirkwood Ave, San Francisco, CA, 94124",979000,3.0,2.0,1527.0,TOWNHOMES,San Francisco,641.1263916175508
"61 Cook St Unit B, San Francisco, CA, 94118",1800000,4.0,2.0,2005.0,CONDOS,San Francisco,897.7556109725685
"1436 Diamond St, San Francisco, CA, 94131",1875000,2.0,2.0,1312.0,SINGLE_FAMILY,San Francisco,1429.1158536585365
"712 Bryant St Apt 5, San Francisco, CA, 94107",1050000,2.0,2.0,2097.0,CONDOS,San Francisco,500.7153075822604
"1818 Lyon St, San Francisco, CA, 94115",2135000,3.0,3.0,1867.0,CONDOS,San Francisco,1143.5457953936798
"1737 Chestnut St, San Francisco, CA, 94123",45629204,15.0,9.0,8163.0,OTHER,San Francisco,5589.759157172608
"1 Hawthorne St Unit 18B, San Francisco, CA, 94105",534000,1.0,1.0,558.0,CONDOS,San Francisco,956.989247311828
"53 Eastwood Dr, San Francisco, CA, 94112",1500000,3.0,2.0,1175.0,SINGLE_FAMILY,San Francisco,1276.595744680851
"301 Main St Unit 33C, San Francisco, CA, 94105",3200000,3.0,3.0,1748.0,CONDOS,San Francisco,1830.6636155606407
"1317 Hyde St Apt 4, San Francisco, CA, 94109",1200000,2.0,1.0,1252.0,CONDOS,San Francisco,958.4664536741215
"2021 California St, San Francisco, CA, 94109",4765000,,16.0,14444.0,OTHER,San Francisco,329.89476599279976
"181 Fremont St Unit 56B, San Francisco, CA, 94105",3900000,2.0,2.0,2226.0,CONDOS,San Francisco,1752.0215633423181
"3961 19th St, San Francisco, CA, 94114",1220000,2.0,1.0,1155.0,CONDOS,San Francisco,1056.2770562770563
"1055 Mason St, San Francisco, CA, 94108",4560000,0.0,,9918.0,MULTI_FAMILY,San Francisco,459.7701149425287
"2065-2067 Turk Blvd, San Francisco, CA, 94115",1290000,8.0,,2760.0,MULTI_FAMILY,San Francisco,467.39130434782606
"568 Belvedere St, San Francisco, CA, 94117",1600000,2.0,1.0,1641.0,CONDOS,San Francisco,975.0152346130408
"23 Scott Aly, San Francisco, CA, 94107",752000,2.0,1.0,1211.0,TOWNHOMES,San Francisco,620.9744013212221
"630-632 Russia Ave, San Francisco, CA, 94112",695000,4.0,2.0,2060.0,MULTI_FAMILY,San Francisco,337.378640776699
"822 Lombard St, San Francisco, CA, 94133",1115000,2.0,1.0,952.0,CONDOS,San Francisco,1171.218487394958
"44 Cortland Ave, San Francisco, CA, 94110",1950000,5.0,4.0,3014.0,SINGLE_FAMILY,San Francisco,646.9807564698076
"50 Lansing St Unit 511, San Francisco, CA, 94105",888000,2.0,2.0,965.0,CONDOS,San Francisco,920.2072538860103
"45 Glendale St, San Francisco, CA, 94114",2800000,15.0,,8280.0,MULTI_FAMILY,San Francisco,338.1642512077295
"186 Byxbee St, San Francisco, CA, 94132",1375000,3.0,2.0,1899.0,SINGLE_FAMILY,San Francisco,724.0652975250132
"1371 Palou Ave, San Francisco, CA, 94124",780000,2.0,1.0,1000.0,SINGLE_FAMILY,San Francisco,780.0
"2035 Lyon St, San Francisco, CA, 94115",3851250,4.0,1.0,3300.0,SINGLE_FAMILY,San Francisco,1167.0454545454545
"2091 31st Ave, San Francisco, CA, 94116",1207000,2.0,2.0,1450.0,SINGLE_FAMILY,San Francisco,832.4137931034483
"2606 Hyde St, San Francisco, CA, 94109",815000,1.0,1.0,798.0,SINGLE_FAMILY,San Francisco,1021.3032581453634
"1400 Mission St Apt 1502, San Francisco, CA, 94103",396900,1.0,1.0,635.0,CONDOS,San Francisco,625.0393700787401
"366 Mangels Ave, San Francisco, CA, 94127",1952000,3.0,2.0,1178.0,SINGLE_FAMILY,San Francisco,1657.0458404074702
"155 Harriet St Ste 8, San Francisco, CA, 94103",700000,2.0,2.0,1129.0,CONDOS,San Francisco,620.0177147918512
"1812-1816 Green St, San Francisco, CA, 94123",3915000,3.0,5.0,3458.0,MULTI_FAMILY,San Francisco,1132.1573163678427
"200 Brannan St Apt 204, San Francisco, CA, 94107",1100000,1.0,2.0,1263.0,CONDOS,San Francisco,870.9422011084719
"301 Mission St Apt 52A, San Francisco, CA, 94105",2500000,2.0,3.0,2706.0,CONDO,San Francisco,923.8728750923873
"339 Madison St, San Francisco, CA, 94134",865000,,1.0,1025.0,SINGLE_FAMILY,San Francisco,843.9024390243902
"3165 Folsom St, San Francisco, CA, 94110",2575000,4.0,3.0,2556.0,SINGLE_FAMILY,San Francisco,1007.4334898278561
"1684 Washington St, San Francisco, CA, 94109",2200000,7.0,,6016.0,MULTI_FAMILY,San Francisco,365.6914893617021
"2000 17th Ave, San Francisco, CA, 94116",1750000,2.0,1.0,1122.0,SINGLE_FAMILY,San Francisco,1559.7147950089127
"1559 Willard St, San Francisco, CA, 94117",3933000,4.0,2.0,2423.0,SINGLE_FAMILY,San Francisco,1623.1943871234007
"231 Clinton Park, San Francisco, CA, 94103",1225000,2.0,1.0,1290.0,CONDOS,San Francisco,949.6124031007752
"526 23rd Ave Unit 2, San Francisco, CA, 94121",1220000,3.0,2.0,1736.0,CONDOS,San Francisco,702.7649769585254
"180 7th St Ste 408, San Francisco, CA, 94103",399000,1.0,1.0,470.0,CONDO,San Francisco,848.936170212766
"730 Florida St Apt 25, San Francisco, CA, 94110",1284562,2.0,2.0,1399.0,CONDOS,San Francisco,918.2001429592566
"1501 Beach St # 101, San Francisco, CA, 94123",2700000,2.0,1.0,1110.0,CONDO,San Francisco,2432.4324324324325
"1923 Ellis St # 1921, San Francisco, CA, 94115",1730000,,4.0,4080.0,MULTI_FAMILY,San Francisco,424.01960784313724
"10 Hazelwood Ave, San Francisco, CA, 94112",1650000,3.0,1.0,1490.0,SINGLE_FAMILY,San Francisco,1107.3825503355704
"3131 Pierce St Unit 101, San Francisco, CA, 94123",1750000,2.0,2.0,1731.0,TOWNHOMES,San Francisco,1010.9763142692085
"1523 12th Ave, San Francisco, CA, 94122",1200000,,2.0,2400.0,MULTI_FAMILY,San Francisco,500.0
"61 Cook St Unit A, San Francisco, CA, 94118",1370000,3.0,2.0,1395.0,CONDOS,San Francisco,982.078853046595
"2801 Octavia St Apt 1, San Francisco, CA, 94123",930000,1.0,1.0,775.0,CONDOS,San Francisco,1200.0
"1267 Rhode Island St, San Francisco, CA, 94107",1950000,,2.0,1954.0,MULTI_FAMILY,San Francisco,997.9529170931422
"134 Monticello St, San Francisco, CA, 94132",800000,,1.0,1000.0,SINGLE_FAMILY,San Francisco,800.0
"222 28th Ave, San Francisco, CA, 94121",4600000,3.0,2.0,2567.0,SINGLE_FAMILY,San Francisco,1791.9750681729645
"542 Natoma St Unit 1, San Francisco, CA, 94103",1525000,2.0,2.0,2360.0,CONDOS,San Francisco,646.1864406779661
"1310 Greenwich St Apt 202, San Francisco, CA, 94109",950000,9.0,7.0,6452.0,OTHER,San Francisco,147.2411655300682
"3527 21st St, San Francisco, CA, 94114",2300000,4.0,3.0,2400.0,CONDOS,San Francisco,958.3333333333334
"25 Holyoke St, San Francisco, CA, 94134",983000,2.0,1.0,875.0,SINGLE_FAMILY,San Francisco,1123.4285714285713
"1341-1343 Green St, San Francisco, CA, 94109",2595000,4.0,5.0,4222.0,MULTI_FAMILY,San Francisco,614.6376125059213
"8 Landers St Unit 204, San Francisco, CA, 94114",1500000,2.0,2.0,1199.0,CONDOS,San Francisco,1251.0425354462052
"552-554 Natoma St, San Francisco, CA, 94103",1250000,10.0,3.0,4048.0,MULTI_FAMILY,San Francisco,308.79446640316206
"312 Avalon Ave, San Francisco, CA, 94112",1050000,3.0,2.0,1325.0,SINGLE_FAMILY,San Francisco,792.4528301886793
"550 Athens St, San Francisco, CA, 94112",709907,3.0,2.0,1420.0,SINGLE_FAMILY,San Francisco,499.93450704225353
"582 22nd Ave, San Francisco, CA, 94121",1600000,,1.0,1230.0,SINGLE_FAMILY,San Francisco,1300.8130081300812
"1355 Pacific Ave Unit 101, San Francisco, CA, 94109",1065000,2.0,2.0,835.0,CONDOS,San Francisco,1275.4491017964071
"2219 Bryant St, San Francisco, CA, 94110",1398000,3.0,2.0,1492.0,CONDOS,San Francisco,936.9973190348526
"2666 Pine St # 6, San Francisco, CA, 94115",1298000,3.0,2.0,1774.0,CONDO,San Francisco,731.6798196166854
"47 Potomac St, San Francisco, CA, 94117",1150000,3.0,1.0,1357.0,CONDOS,San Francisco,847.457627118644
"122 College Ave, San Francisco, CA, 94112",885000,5.0,2.0,1800.0,MULTI_FAMILY,San Francisco,491.6666666666667
"1458 26th Ave, San Francisco, CA, 94122",1450000,,2.0,1637.0,MULTI_FAMILY,San Francisco,885.766646304215
"773 Chestnut St, San Francisco, CA, 94133",1728000,,3.0,2485.0,MULTI_FAMILY,San Francisco,695.3722334004024
"2577 Harrison St Unit 2, San Francisco, CA, 94110",1280000,3.0,2.0,1180.0,CONDOS,San Francisco,1084.7457627118645
"2306 Broadway St, San Francisco, CA, 94115",9500000,4.0,4.0,4400.0,SINGLE_FAMILY,San Francisco,2159.090909090909
"1545 Geary Blvd Apt 3, San Francisco, CA, 94115",565000,3.0,2.0,1050.0,CONDOS,San Francisco,538.0952380952381
"2990 Broadway St, San Francisco, CA, 94115",26500000,4.0,6.0,10180.0,SINGLE_FAMILY,San Francisco,2603.1434184675836
"2027 Market St Apt 7, San Francisco, CA, 94114",950000,2.0,2.0,1043.0,CONDOS,San Francisco,910.8341323106424
"44 Commonwealth Ave, San Francisco, CA, 94118",5400000,4.0,4.0,4119.0,SINGLE_FAMILY,San Francisco,1310.9978150036416
"3260 Gough St, San Francisco, CA, 94123",9700000,21.0,,15060.0,MULTI_FAMILY,San Francisco,644.0903054448871
"74 New Montgomery St Unit 409, San Francisco, CA, 94105",420000,1.0,1.0,486.0,CONDOS,San Francisco,864.1975308641976
"1731 40th Ave, San Francisco, CA, 94122",1570000,2.0,1.0,1175.0,SINGLE_FAMILY,San Francisco,1336.1702127659576
"3090 San Bruno Ave, San Francisco, CA, 94134",2300000,11.0,5.0,4732.0,MULTI_FAMILY,San Francisco,486.0524091293322
"2177 3rd St Unit 725, San Francisco, CA, 94107",3100000,2.0,2.0,1481.0,CONDO,San Francisco,2093.1802835921676
"1601 Taraval St, San Francisco, CA, 94116",1120000,3.0,,2618.0,MULTI_FAMILY,San Francisco,427.80748663101605
"316 San Benito Way, San Francisco, CA, 94127",2820000,4.0,2.0,2820.0,SINGLE_FAMILY,San Francisco,1000.0
"469 Clementina St Apt 6, San Francisco, CA, 94103",381000,1.0,1.0,600.0,CONDOS,San Francisco,635.0
"1930 Sloat Blvd, San Francisco, CA, 94116",1675000,4.0,2.0,1952.0,SINGLE_FAMILY,San Francisco,858.094262295082
"731 Noe St, San Francisco, CA, 94114",2680000,3.0,2.0,1769.0,SINGLE_FAMILY,San Francisco,1514.9802148106276
"2626 40th Ave, San Francisco, CA, 94116",1500000,3.0,1.0,1469.0,SINGLE_FAMILY,San Francisco,1021.1027910142955
"539 Munich St, San Francisco, CA, 94112",1350000,3.0,2.0,1690.0,SINGLE_FAMILY,San Francisco,798.8165680473372
"1031 Post St, San Francisco, CA, 94109",1300000,,2.0,3700.0,OTHER,San Francisco,351.35135135135135
"200 Brannan St Apt 502, San Francisco, CA, 94107",1625000,2.0,2.0,1554.0,CONDOS,San Francisco,1045.6885456885457
"2438 28th Ave, San Francisco, CA, 94116",1835000,3.0,3.0,1646.0,SINGLE_FAMILY,San Francisco,1114.823815309842
"35 Allison St, San Francisco, CA, 94112",800000,3.0,1.0,1374.0,SINGLE_FAMILY,San Francisco,582.2416302765648
"2801 Jackson St Apt 103, San Francisco, CA, 94115",1355000,1.0,1.0,1168.0,CONDOS,San Francisco,1160.1027397260275
"1218 25th Ave, San Francisco, CA, 94122",1425000,6.0,5.0,4137.0,MULTI_FAMILY,San Francisco,344.4525018129079
"100 Pinehurst Way, San Francisco, CA, 94127",2330000,3.0,4.0,2780.0,SINGLE_FAMILY,San Francisco,838.1294964028777
"1037-1039 Judah St, San Francisco, CA, 94122",1625000,4.0,2.0,3100.0,MULTI_FAMILY,San Francisco,524.1935483870968
"801 Grove St, San Francisco, CA, 94117",1150000,2.0,2.0,1121.0,CONDOS,San Francisco,1025.8697591436219
"34 Collins St, San Francisco, CA, 94118",2150000,2.0,2.0,1690.0,CONDOS,San Francisco,1272.189349112426
"154 Burlwood Dr, San Francisco, CA, 94127",1325000,3.0,2.0,1217.0,SINGLE_FAMILY,San Francisco,1088.7428101889893
"148 Hancock St, San Francisco, CA, 94114",1467000,2.0,2.0,1161.0,CONDOS,San Francisco,1263.5658914728683
"3 3rd Ave, San Francisco, CA, 94118",2300000,,1.0,1105.0,CONDO,San Francisco,2081.447963800905
"3935 25th St, San Francisco, CA, 94114",1695000,3.0,2.0,1188.0,CONDOS,San Francisco,1426.7676767676767
"109 Forest Side Ave, San Francisco, CA, 94127",3850000,4.0,4.0,3088.0,SINGLE_FAMILY,San Francisco,1246.761658031088
"235 Ashton Ave, San Francisco, CA, 94112",1900000,3.0,2.0,2146.0,SINGLE_FAMILY,San Francisco,885.3681267474371
"1050 N Point St Apt 1801, San Francisco, CA, 94109",3900000,2.0,2.0,1890.0,COOP,San Francisco,2063.4920634920636
"828 Ashbury St, San Francisco, CA, 94117",4985000,5.0,3.0,4104.0,SINGLE_FAMILY,San Francisco,1214.6686159844055
"2462 Broadway St, San Francisco, CA, 94115",3700000,3.0,2.0,2896.0,CONDOS,San Francisco,1277.624309392265
"2090 Pacific Ave Apt 501, San Francisco, CA, 94109",1725000,2.0,2.0,1620.0,CONDOS,San Francisco,1064.8148148148148
"2402 Balboa St, San Francisco, CA, 94121",1600000,3.0,2.0,1559.0,CONDOS,San Francisco,1026.2989095574087
"32 Mars St, San Francisco, CA, 94114",1451100,1.0,2.0,835.0,SINGLE_FAMILY,San Francisco,1737.8443113772455
"170 26th Ave, San Francisco, CA, 94121",3240000,4.0,3.0,2765.0,SINGLE_FAMILY,San Francisco,1171.7902350813742
"670 10th Ave, San Francisco, CA, 94118",1200000,2.0,1.0,1438.0,CONDOS,San Francisco,834.4923504867872
"310 Carolina St Unit 402, San Francisco, CA, 94107",910000,1.0,1.0,881.0,CONDOS,San Francisco,1032.9171396140748
"221 Clara St Apt 8, San Francisco, CA, 94107",739000,1.0,1.0,1137.0,CONDOS,San Francisco,649.9560246262093
"512 Andover St, San Francisco, CA, 94110",2350000,3.0,2.0,1594.0,SINGLE_FAMILY,San Francisco,1474.2785445420327
